Text,Labels,Normalisasi,Tokenized_Text,Stemmed_Text
milu tunda         atur,positif,milu tunda atur,"['milu', 'tunda', 'atur']","['milu', 'tunda', 'atur']"
sisi cari celah tunda milu,negatif,sisi cari celah tunda milu,"['sisi', 'cari', 'celah', 'tunda', 'milu']","['sisi', 'cari', 'celah', 'tunda', 'milu']"
jaksa agung sanitiar merintahkan jajar tunda tangan duga korupsi yg kait dgn serta milu instruksi tuai kritik tangan korupsi serta milu rawan politis kbrsore podcastindonesia,negatif,jaksa agung sanitiar merintahkan jajar tunda tangan duga korupsi yang kait dengan serta milu instruksi tuai kritik tangan korupsi serta milu rawan politis kbrsore podcastindonesia,"['jaksa', 'agung', 'sanitiar', 'merintahkan', 'jajar', 'tunda', 'tangan', 'duga', 'korupsi', 'yang', 'kait', 'dengan', 'serta', 'milu', 'instruksi', 'tuai', 'kritik', 'tangan', 'korupsi', 'serta', 'milu', 'rawan', 'politis', 'kbrsore', 'podcastindonesia']","['jaksa', 'agung', 'sanitiar', 'merintahkan', 'jajar', 'tunda', 'tangan', 'duga', 'korupsi', 'yang', 'kait', 'dengan', 'serta', 'milu', 'instruksi', 'tuai', 'kritik', 'tangan', 'korupsi', 'serta', 'milu', 'rawan', 'politi', 'kbrsore', 'podcastindonesia']"
galal misi tunda milu panjang jabat periode coba kutak atik uu milu aju mk umur calon cawapres biar calon ga malu    ,negatif,galal misi tunda milu panjang jabat periode coba kutak atik uu milu aju maka umur calon cawapres biar calon tidak malu,"['galal', 'misi', 'tunda', 'milu', 'panjang', 'jabat', 'periode', 'coba', 'kutak', 'atik', 'uu', 'milu', 'aju', 'maka', 'umur', 'calon', 'cawapres', 'biar', 'calon', 'tidak', 'malu']","['galal', 'misi', 'tunda', 'milu', 'panjang', 'jabat', 'period', 'coba', 'kutak', 'atik', 'uu', 'milu', 'aju', 'maka', 'umur', 'calon', 'cawapr', 'biar', 'calon', 'tidak', 'malu']"
alas tunda periksa duga korupsi serta milu memo jagung tunda usut korupsi serta milu jaksa agung terbit instruksi memorandum adu lapor proses hukum ungkap korupsi libat  ,negatif,alas tunda periksa duga korupsi serta milu memo jagung tunda usut korupsi serta milu jaksa agung terbit instruksi memorandum adu lapor proses hukum ungkap korupsi libat,"['alas', 'tunda', 'periksa', 'duga', 'korupsi', 'serta', 'milu', 'memo', 'jagung', 'tunda', 'usut', 'korupsi', 'serta', 'milu', 'jaksa', 'agung', 'terbit', 'instruksi', 'memorandum', 'adu', 'lapor', 'proses', 'hukum', 'ungkap', 'korupsi', 'libat']","['ala', 'tunda', 'periksa', 'duga', 'korupsi', 'serta', 'milu', 'memo', 'jagung', 'tunda', 'usut', 'korupsi', 'serta', 'milu', 'jaksa', 'agung', 'terbit', 'instruksi', 'memorandum', 'adu', 'lapor', 'prose', 'hukum', 'ungkap', 'korupsi', 'libat']"
aparat tegak hukum jegal lawan politik serta milu pilpres pilkada kriminalisasi dukung langkah jaksa tunda proses hukum capres kepala daerah menteri koordinator politik hukum aman menko  ,positif,aparat tegak hukum jegal lawan politik serta milu pilpres pilkada kriminalisasi dukung langkah jaksa tunda proses hukum capres kepala daerah menteri koordinator politik hukum aman menko,"['aparat', 'tegak', 'hukum', 'jegal', 'lawan', 'politik', 'serta', 'milu', 'pilpres', 'pilkada', 'kriminalisasi', 'dukung', 'langkah', 'jaksa', 'tunda', 'proses', 'hukum', 'capres', 'kepala', 'daerah', 'menteri', 'koordinator', 'politik', 'hukum', 'aman', 'menko']","['aparat', 'tegak', 'hukum', 'jegal', 'lawan', 'politik', 'serta', 'milu', 'pilpr', 'pilkada', 'kriminalisasi', 'dukung', 'langkah', 'jaksa', 'tunda', 'prose', 'hukum', 'capr', 'kepala', 'daerah', 'menteri', 'koordin', 'politik', 'hukum', 'aman', 'menko']"
rencana tunda milu jgn sampe dgn alas apa smoga rakyat cerdas jgn pancing rusuh,negatif,rencana tunda milu jangan sampai dengan alas apa semoga rakyat cerdas jangan pancing rusuh,"['rencana', 'tunda', 'milu', 'jangan', 'sampai', 'dengan', 'alas', 'apa', 'semoga', 'rakyat', 'cerdas', 'jangan', 'pancing', 'rusuh']","['rencana', 'tunda', 'milu', 'jangan', 'sampai', 'dengan', 'ala', 'apa', 'semoga', 'rakyat', 'cerda', 'jangan', 'panc', 'rusuh']"
biar aja langgar mk tinggal tunda milu,negatif,biar saja langgar maka tinggal tunda milu,"['biar', 'saja', 'langgar', 'maka', 'tinggal', 'tunda', 'milu']","['biar', 'saja', 'langgar', 'maka', 'tinggal', 'tunda', 'milu']"
iya parameter cawe partai panjang kerja mk mbegal partai kpk formula e kpu tunda milu pn bawslu yg masuk angin dll proyek ikn mo pensiun tawar lihat gelagat tri angkat pjs dah,positif,iya parameter cawe partai panjang kerja maka mbegal partai kpk formula e kpu tunda milu pn bawslu yang masuk angin dll proyek ikn mau pensiun tawar lihat gelagat tri angkat pjs deh,"['iya', 'parameter', 'cawe', 'partai', 'panjang', 'kerja', 'maka', 'mbegal', 'partai', 'kpk', 'formula', 'e', 'kpu', 'tunda', 'milu', 'pn', 'bawslu', 'yang', 'masuk', 'angin', 'dll', 'proyek', 'ikn', 'mau', 'pensiun', 'tawar', 'lihat', 'gelagat', 'tri', 'angkat', 'pjs', 'deh']","['iya', 'paramet', 'caw', 'partai', 'panjang', 'kerja', 'maka', 'mbegal', 'partai', 'kpk', 'formula', 'e', 'kpu', 'tunda', 'milu', 'pn', 'bawslu', 'yang', 'masuk', 'angin', 'dll', 'proyek', 'ikn', 'mau', 'pensiun', 'tawar', 'lihat', 'gelagat', 'tri', 'angkat', 'pj', 'deh']"
alas tunda milu,negatif,alas tunda milu,"['alas', 'tunda', 'milu']","['ala', 'tunda', 'milu']"
jaksa agung tunda capres caleg milu mahfud kriminalisasi pemiludamai edukasimasyarakat pesertapemilu akunmedsos ukrida gkisinode pemilihmuda jaksa milu pilpres capres kpu bawaslu,positif,jaksa agung tunda capres caleg milu mahfud kriminalisasi pemiludamai edukasimasyarakat pesertapemilu akunmedsos ukrida gkisinode pemilihmuda jaksa milu pilpres capres kpu bawaslu,"['jaksa', 'agung', 'tunda', 'capres', 'caleg', 'milu', 'mahfud', 'kriminalisasi', 'pemiludamai', 'edukasimasyarakat', 'pesertapemilu', 'akunmedsos', 'ukrida', 'gkisinode', 'pemilihmuda', 'jaksa', 'milu', 'pilpres', 'capres', 'kpu', 'bawaslu']","['jaksa', 'agung', 'tunda', 'capr', 'caleg', 'milu', 'mahfud', 'kriminalisasi', 'pemiludamai', 'edukasimasyarakat', 'pesertapemilu', 'akunmedso', 'ukrida', 'gkisinod', 'pemilihmuda', 'jaksa', 'milu', 'pilpr', 'capr', 'kpu', 'bawaslu']"
jaksa agung tunda periksa capres calon milu pemiludamai edukasimasyarakat pesertapemilu akunmedsos ukrida gkisinode pemilihmuda jaksa milu pilpres capres kpu bawaslu,negatif,jaksa agung tunda periksa capres calon milu pemiludamai edukasimasyarakat pesertapemilu akunmedsos ukrida gkisinode pemilihmuda jaksa milu pilpres capres kpu bawaslu,"['jaksa', 'agung', 'tunda', 'periksa', 'capres', 'calon', 'milu', 'pemiludamai', 'edukasimasyarakat', 'pesertapemilu', 'akunmedsos', 'ukrida', 'gkisinode', 'pemilihmuda', 'jaksa', 'milu', 'pilpres', 'capres', 'kpu', 'bawaslu']","['jaksa', 'agung', 'tunda', 'periksa', 'capr', 'calon', 'milu', 'pemiludamai', 'edukasimasyarakat', 'pesertapemilu', 'akunmedso', 'ukrida', 'gkisinod', 'pemilihmuda', 'jaksa', 'milu', 'pilpr', 'capr', 'kpu', 'bawaslu']"
jaksa agung tunda periksa capres caleg milu pemiludamai edukasimasyarakat pesertapemilu akunmedsos ukrida gkisinode pemilihmuda jaksa milu pilpres capres kpu bawaslu,negatif,jaksa agung tunda periksa capres caleg milu pemiludamai edukasimasyarakat pesertapemilu akunmedsos ukrida gkisinode pemilihmuda jaksa milu pilpres capres kpu bawaslu,"['jaksa', 'agung', 'tunda', 'periksa', 'capres', 'caleg', 'milu', 'pemiludamai', 'edukasimasyarakat', 'pesertapemilu', 'akunmedsos', 'ukrida', 'gkisinode', 'pemilihmuda', 'jaksa', 'milu', 'pilpres', 'capres', 'kpu', 'bawaslu']","['jaksa', 'agung', 'tunda', 'periksa', 'capr', 'caleg', 'milu', 'pemiludamai', 'edukasimasyarakat', 'pesertapemilu', 'akunmedso', 'ukrida', 'gkisinod', 'pemilihmuda', 'jaksa', 'milu', 'pilpr', 'capr', 'kpu', 'bawaslu']"
jaksa agung tunda periksa capres calon milu pemiludamai edukasimasyarakat pesertapemilu akunmedsos ukrida gkisinode pemilihmuda jaksa milu pilpres capres kpu bawaslu,negatif,jaksa agung tunda periksa capres calon milu pemiludamai edukasimasyarakat pesertapemilu akunmedsos ukrida gkisinode pemilihmuda jaksa milu pilpres capres kpu bawaslu,"['jaksa', 'agung', 'tunda', 'periksa', 'capres', 'calon', 'milu', 'pemiludamai', 'edukasimasyarakat', 'pesertapemilu', 'akunmedsos', 'ukrida', 'gkisinode', 'pemilihmuda', 'jaksa', 'milu', 'pilpres', 'capres', 'kpu', 'bawaslu']","['jaksa', 'agung', 'tunda', 'periksa', 'capr', 'calon', 'milu', 'pemiludamai', 'edukasimasyarakat', 'pesertapemilu', 'akunmedso', 'ukrida', 'gkisinod', 'pemilihmuda', 'jaksa', 'milu', 'pilpr', 'capr', 'kpu', 'bawaslu']"
jaksa agung tunda periksa capres caleg milu mahfud kriminalisasi pemiludamai edukasimasyarakat pesertapemilu akunmedsos ukrida gkisinode pemilihmuda jaksa milu pilpres capres kpu bawaslu,positif,jaksa agung tunda periksa capres caleg milu mahfud kriminalisasi pemiludamai edukasimasyarakat pesertapemilu akunmedsos ukrida gkisinode pemilihmuda jaksa milu pilpres capres kpu bawaslu,"['jaksa', 'agung', 'tunda', 'periksa', 'capres', 'caleg', 'milu', 'mahfud', 'kriminalisasi', 'pemiludamai', 'edukasimasyarakat', 'pesertapemilu', 'akunmedsos', 'ukrida', 'gkisinode', 'pemilihmuda', 'jaksa', 'milu', 'pilpres', 'capres', 'kpu', 'bawaslu']","['jaksa', 'agung', 'tunda', 'periksa', 'capr', 'caleg', 'milu', 'mahfud', 'kriminalisasi', 'pemiludamai', 'edukasimasyarakat', 'pesertapemilu', 'akunmedso', 'ukrida', 'gkisinod', 'pemilihmuda', 'jaksa', 'milu', 'pilpr', 'capr', 'kpu', 'bawaslu']"
komisi ii dpr ri bicara wacana tunda milu,negatif,komisi ii dpr ri bicara wacana tunda milu,"['komisi', 'ii', 'dpr', 'ri', 'bicara', 'wacana', 'tunda', 'milu']","['komisi', 'ii', 'dpr', 'ri', 'bicara', 'wacana', 'tunda', 'milu']"
jaksa agung tunda periksa capres caleg milu mahfud kriminalisasi pemiludamai edukasimasyarakat pesertapemilu akunmedsos ukrida gkisinode pemilihmuda jaksa milu pilpres capres kpu bawaslu,positif,jaksa agung tunda periksa capres caleg milu mahfud kriminalisasi pemiludamai edukasimasyarakat pesertapemilu akunmedsos ukrida gkisinode pemilihmuda jaksa milu pilpres capres kpu bawaslu,"['jaksa', 'agung', 'tunda', 'periksa', 'capres', 'caleg', 'milu', 'mahfud', 'kriminalisasi', 'pemiludamai', 'edukasimasyarakat', 'pesertapemilu', 'akunmedsos', 'ukrida', 'gkisinode', 'pemilihmuda', 'jaksa', 'milu', 'pilpres', 'capres', 'kpu', 'bawaslu']","['jaksa', 'agung', 'tunda', 'periksa', 'capr', 'caleg', 'milu', 'mahfud', 'kriminalisasi', 'pemiludamai', 'edukasimasyarakat', 'pesertapemilu', 'akunmedso', 'ukrida', 'gkisinod', 'pemilihmuda', 'jaksa', 'milu', 'pilpr', 'capr', 'kpu', 'bawaslu']"
jaksa agung tunda periksa capres caleg milu mahfud md kriminalisasi pemiludamai edukasimasyarakat pesertapemilu milu,positif,jaksa agung tunda periksa capres caleg milu mahfud md kriminalisasi pemiludamai edukasimasyarakat pesertapemilu milu,"['jaksa', 'agung', 'tunda', 'periksa', 'capres', 'caleg', 'milu', 'mahfud', 'md', 'kriminalisasi', 'pemiludamai', 'edukasimasyarakat', 'pesertapemilu', 'milu']","['jaksa', 'agung', 'tunda', 'periksa', 'capr', 'caleg', 'milu', 'mahfud', 'md', 'kriminalisasi', 'pemiludamai', 'edukasimasyarakat', 'pesertapemilu', 'milu']"
jaksa agung tunda periksa capres caleg milu mahfud kriminalisasi pemiludamai edukasimasyarakat pesertapemilu akunmedsos ukrida gkisinode pemilihmuda jaksa milu pilpres capres kpu bawaslu,positif,jaksa agung tunda periksa capres caleg milu mahfud kriminalisasi pemiludamai edukasimasyarakat pesertapemilu akunmedsos ukrida gkisinode pemilihmuda jaksa milu pilpres capres kpu bawaslu,"['jaksa', 'agung', 'tunda', 'periksa', 'capres', 'caleg', 'milu', 'mahfud', 'kriminalisasi', 'pemiludamai', 'edukasimasyarakat', 'pesertapemilu', 'akunmedsos', 'ukrida', 'gkisinode', 'pemilihmuda', 'jaksa', 'milu', 'pilpres', 'capres', 'kpu', 'bawaslu']","['jaksa', 'agung', 'tunda', 'periksa', 'capr', 'caleg', 'milu', 'mahfud', 'kriminalisasi', 'pemiludamai', 'edukasimasyarakat', 'pesertapemilu', 'akunmedso', 'ukrida', 'gkisinod', 'pemilihmuda', 'jaksa', 'milu', 'pilpr', 'capr', 'kpu', 'bawaslu']"
jaksa agung tunda periksa capres caleg milu mahfud kriminalisasi pemiludamai edukasimasyarakat pesertapemilu akunmedsos ukrida gkisinode pemilihmuda jaksa milu pilpres capres kpu bawaslu,positif,jaksa agung tunda periksa capres caleg milu mahfud kriminalisasi pemiludamai edukasimasyarakat pesertapemilu akunmedsos ukrida gkisinode pemilihmuda jaksa milu pilpres capres kpu bawaslu,"['jaksa', 'agung', 'tunda', 'periksa', 'capres', 'caleg', 'milu', 'mahfud', 'kriminalisasi', 'pemiludamai', 'edukasimasyarakat', 'pesertapemilu', 'akunmedsos', 'ukrida', 'gkisinode', 'pemilihmuda', 'jaksa', 'milu', 'pilpres', 'capres', 'kpu', 'bawaslu']","['jaksa', 'agung', 'tunda', 'periksa', 'capr', 'caleg', 'milu', 'mahfud', 'kriminalisasi', 'pemiludamai', 'edukasimasyarakat', 'pesertapemilu', 'akunmedso', 'ukrida', 'gkisinod', 'pemilihmuda', 'jaksa', 'milu', 'pilpr', 'capr', 'kpu', 'bawaslu']"
jaksa agung tunda periksa capres caleg milu mahfud kriminalisasi pemiludamai edukasimasyarakat pesertapemilu akunmedsos ukrida gkisinode pemilihmuda jaksa milu pilpres capres kpu bawaslu,positif,jaksa agung tunda periksa capres caleg milu mahfud kriminalisasi pemiludamai edukasimasyarakat pesertapemilu akunmedsos ukrida gkisinode pemilihmuda jaksa milu pilpres capres kpu bawaslu,"['jaksa', 'agung', 'tunda', 'periksa', 'capres', 'caleg', 'milu', 'mahfud', 'kriminalisasi', 'pemiludamai', 'edukasimasyarakat', 'pesertapemilu', 'akunmedsos', 'ukrida', 'gkisinode', 'pemilihmuda', 'jaksa', 'milu', 'pilpres', 'capres', 'kpu', 'bawaslu']","['jaksa', 'agung', 'tunda', 'periksa', 'capr', 'caleg', 'milu', 'mahfud', 'kriminalisasi', 'pemiludamai', 'edukasimasyarakat', 'pesertapemilu', 'akunmedso', 'ukrida', 'gkisinod', 'pemilihmuda', 'jaksa', 'milu', 'pilpr', 'capr', 'kpu', 'bawaslu']"
jaksa agung tunda periksa capres caleg milu            pemiludamai edukasimasyarakat pesertapemilu akunmedsos ukrida gkisinode pemilihmuda jaksa milu pilpres capres kpu bawaslu,negatif,jaksa agung tunda periksa capres caleg milu pemiludamai edukasimasyarakat pesertapemilu akunmedsos ukrida gkisinode pemilihmuda jaksa milu pilpres capres kpu bawaslu,"['jaksa', 'agung', 'tunda', 'periksa', 'capres', 'caleg', 'milu', 'pemiludamai', 'edukasimasyarakat', 'pesertapemilu', 'akunmedsos', 'ukrida', 'gkisinode', 'pemilihmuda', 'jaksa', 'milu', 'pilpres', 'capres', 'kpu', 'bawaslu']","['jaksa', 'agung', 'tunda', 'periksa', 'capr', 'caleg', 'milu', 'pemiludamai', 'edukasimasyarakat', 'pesertapemilu', 'akunmedso', 'ukrida', 'gkisinod', 'pemilihmuda', 'jaksa', 'milu', 'pilpr', 'capr', 'kpu', 'bawaslu']"
jaksa agung tunda periksa capres caleg milu            pemiludamai edukasimasyarakat pesertapemilu akunmedsos ukrida gkisinode pemilihmuda jaksa milu pilpres capres kpu bawaslu,negatif,jaksa agung tunda periksa capres caleg milu pemiludamai edukasimasyarakat pesertapemilu akunmedsos ukrida gkisinode pemilihmuda jaksa milu pilpres capres kpu bawaslu,"['jaksa', 'agung', 'tunda', 'periksa', 'capres', 'caleg', 'milu', 'pemiludamai', 'edukasimasyarakat', 'pesertapemilu', 'akunmedsos', 'ukrida', 'gkisinode', 'pemilihmuda', 'jaksa', 'milu', 'pilpres', 'capres', 'kpu', 'bawaslu']","['jaksa', 'agung', 'tunda', 'periksa', 'capr', 'caleg', 'milu', 'pemiludamai', 'edukasimasyarakat', 'pesertapemilu', 'akunmedso', 'ukrida', 'gkisinod', 'pemilihmuda', 'jaksa', 'milu', 'pilpr', 'capr', 'kpu', 'bawaslu']"
jaksa agung tunda periksa capres caleg milu mahfud kriminalisasi pemiludamai edukasimasyarakat pesertapemilu akunmedsos ukrida gkisinode pemilihmuda jaksa milu pilpres capres kpu bawaslu,positif,jaksa agung tunda periksa capres caleg milu mahfud kriminalisasi pemiludamai edukasimasyarakat pesertapemilu akunmedsos ukrida gkisinode pemilihmuda jaksa milu pilpres capres kpu bawaslu,"['jaksa', 'agung', 'tunda', 'periksa', 'capres', 'caleg', 'milu', 'mahfud', 'kriminalisasi', 'pemiludamai', 'edukasimasyarakat', 'pesertapemilu', 'akunmedsos', 'ukrida', 'gkisinode', 'pemilihmuda', 'jaksa', 'milu', 'pilpres', 'capres', 'kpu', 'bawaslu']","['jaksa', 'agung', 'tunda', 'periksa', 'capr', 'caleg', 'milu', 'mahfud', 'kriminalisasi', 'pemiludamai', 'edukasimasyarakat', 'pesertapemilu', 'akunmedso', 'ukrida', 'gkisinod', 'pemilihmuda', 'jaksa', 'milu', 'pilpr', 'capr', 'kpu', 'bawaslu']"
jaksa agung tunda periksa capres caleg milu mahfud kriminalisasi pemiludamai edukasimasyarakat pesertapemilu akunmedsos ukrida gkisinode pemilihmuda jaksa milu pilpres capres kpu bawaslu,positif,jaksa agung tunda periksa capres caleg milu mahfud kriminalisasi pemiludamai edukasimasyarakat pesertapemilu akunmedsos ukrida gkisinode pemilihmuda jaksa milu pilpres capres kpu bawaslu,"['jaksa', 'agung', 'tunda', 'periksa', 'capres', 'caleg', 'milu', 'mahfud', 'kriminalisasi', 'pemiludamai', 'edukasimasyarakat', 'pesertapemilu', 'akunmedsos', 'ukrida', 'gkisinode', 'pemilihmuda', 'jaksa', 'milu', 'pilpres', 'capres', 'kpu', 'bawaslu']","['jaksa', 'agung', 'tunda', 'periksa', 'capr', 'caleg', 'milu', 'mahfud', 'kriminalisasi', 'pemiludamai', 'edukasimasyarakat', 'pesertapemilu', 'akunmedso', 'ukrida', 'gkisinod', 'pemilihmuda', 'jaksa', 'milu', 'pilpr', 'capr', 'kpu', 'bawaslu']"
mantap presiden ku jokowidodo konstitusi mengijinkan ken periode milu tunda puluh,positif,mantap presiden ku jokowidodo konstitusi mengijinkan ken periode milu tunda puluh,"['mantap', 'presiden', 'ku', 'jokowidodo', 'konstitusi', 'mengijinkan', 'ken', 'periode', 'milu', 'tunda', 'puluh']","['mantap', 'presiden', 'ku', 'jokowidodo', 'konstitusi', 'mengijinkan', 'ken', 'period', 'milu', 'tunda', 'puluh']"
lalai bawaslu bukti kongkrit tunda milu orator aksi sore,negatif,lalai bawaslu bukti kongkrit tunda milu orator aksi sore,"['lalai', 'bawaslu', 'bukti', 'kongkrit', 'tunda', 'milu', 'orator', 'aksi', 'sore']","['lalai', 'bawaslu', 'bukti', 'kongkrit', 'tunda', 'milu', 'orat', 'aksi', 'sore']"
ubah tuju strategi menang milu survei internal rahasia tunda deklarasi bacawapres koalisi umum soliditas koalisi suara dalam komunikasi publik,positif,ubah tuju strategi menang milu survei internal rahasia tunda deklarasi bacawapres koalisi umum soliditas koalisi suara dalam komunikasi publik,"['ubah', 'tuju', 'strategi', 'menang', 'milu', 'survei', 'internal', 'rahasia', 'tunda', 'deklarasi', 'bacawapres', 'koalisi', 'umum', 'soliditas', 'koalisi', 'suara', 'dalam', 'komunikasi', 'publik']","['ubah', 'tuju', 'strategi', 'menang', 'milu', 'survei', 'intern', 'rahasia', 'tunda', 'deklarasi', 'bacawapr', 'koalisi', 'umum', 'solidita', 'koalisi', 'suara', 'dalam', 'komunikasi', 'publik']"
trus klw huru hara tolak naik bbm chaos misalny tunda milu solusi ny skenario yg main,negatif,terus kalau huru hara tolak naik bbm chaos misalny tunda milu solusi nya skenario yang main,"['terus', 'kalau', 'huru', 'hara', 'tolak', 'naik', 'bbm', 'chaos', 'misalny', 'tunda', 'milu', 'solusi', 'nya', 'skenario', 'yang', 'main']","['teru', 'kalau', 'huru', 'hara', 'tolak', 'naik', 'bbm', 'chao', 'misalni', 'tunda', 'milu', 'solusi', 'nya', 'skenario', 'yang', 'main']"
jaksa tunda periksa caleg capres calon kepala daerah milu selesai prof henry yoso sesat,negatif,jaksa tunda periksa caleg capres calon kepala daerah milu selesai prof henry yoso sesat,"['jaksa', 'tunda', 'periksa', 'caleg', 'capres', 'calon', 'kepala', 'daerah', 'milu', 'selesai', 'prof', 'henry', 'yoso', 'sesat']","['jaksa', 'tunda', 'periksa', 'caleg', 'capr', 'calon', 'kepala', 'daerah', 'milu', 'selesai', 'prof', 'henri', 'yoso', 'sesat']"
kejat sulsel pasti tunda tangan korupsi caleg cakada milu,positif,kejat sulsel pasti tunda tangan korupsi caleg cakada milu,"['kejat', 'sulsel', 'pasti', 'tunda', 'tangan', 'korupsi', 'caleg', 'cakada', 'milu']","['kejat', 'sulsel', 'pasti', 'tunda', 'tangan', 'korupsi', 'caleg', 'cakada', 'milu']"
hakim pn jakpus putus tunda milu mutasi,negatif,hakim pn jakpus putus tunda milu mutasi,"['hakim', 'pn', 'jakpus', 'putus', 'tunda', 'milu', 'mutasi']","['hakim', 'pn', 'jakpu', 'putu', 'tunda', 'milu', 'mutasi']"
alas inalum tunda ipo pasar modal slow down milu,negatif,alas inalum tunda ipo pasar modal slow down milu,"['alas', 'inalum', 'tunda', 'ipo', 'pasar', 'modal', 'slow', 'down', 'milu']","['ala', 'inalum', 'tunda', 'ipo', 'pasar', 'modal', 'slow', 'down', 'milu']"
beda rekomendasi ky alas ma mutasi hakim keluar putus tunda milu,negatif,beda rekomendasi kaya alas sama mutasi hakim keluar putus tunda milu,"['beda', 'rekomendasi', 'kaya', 'alas', 'sama', 'mutasi', 'hakim', 'keluar', 'putus', 'tunda', 'milu']","['beda', 'rekomendasi', 'kaya', 'ala', 'sama', 'mutasi', 'hakim', 'keluar', 'putu', 'tunda', 'milu']"
era anies gubernur dki jakarta indah nyaman beda dgn kondisi seh gubernur moga scenario tunda milu,positif,era anies gubernur dki jakarta indah nyaman beda dengan kondisi sih gubernur moga scenario tunda milu,"['era', 'anies', 'gubernur', 'dki', 'jakarta', 'indah', 'nyaman', 'beda', 'dengan', 'kondisi', 'sih', 'gubernur', 'moga', 'scenario', 'tunda', 'milu']","['era', 'ani', 'gubernur', 'dki', 'jakarta', 'indah', 'nyaman', 'beda', 'dengan', 'kondisi', 'sih', 'gubernur', 'moga', 'scenario', 'tunda', 'milu']"
mesin politik jokowi pindah prabowo gibran jadi cawapres tinggal pdip selang pdip kubu sukarno ambil alih hahaa btw gibran umur amandemen uu tunda milu            ,negatif,mesin politik jokowi pindah prabowo gibran jadi cawapres tinggal pdip selang pdip kubu sukarno ambil alih hahaa btw gibran umur amandemen uu tunda milu,"['mesin', 'politik', 'jokowi', 'pindah', 'prabowo', 'gibran', 'jadi', 'cawapres', 'tinggal', 'pdip', 'selang', 'pdip', 'kubu', 'sukarno', 'ambil', 'alih', 'hahaa', 'btw', 'gibran', 'umur', 'amandemen', 'uu', 'tunda', 'milu']","['mesin', 'politik', 'jokowi', 'pindah', 'prabowo', 'gibran', 'jadi', 'cawapr', 'tinggal', 'pdip', 'selang', 'pdip', 'kubu', 'sukarno', 'ambil', 'alih', 'hahaa', 'btw', 'gibran', 'umur', 'amandemen', 'uu', 'tunda', 'milu']"
ruwet lihat dinamika politik fitnah tebar kawan serang kawan kkn hilir mudik timeline dst dgn hasil milu bawa menang rakyat milu tunda simak obrol,positif,ruwet lihat dinamika politik fitnah tebar kawan serang kawan kkn hilir mudik timeline dst dengan hasil milu bawa menang rakyat milu tunda simak obrol,"['ruwet', 'lihat', 'dinamika', 'politik', 'fitnah', 'tebar', 'kawan', 'serang', 'kawan', 'kkn', 'hilir', 'mudik', 'timeline', 'dst', 'dengan', 'hasil', 'milu', 'bawa', 'menang', 'rakyat', 'milu', 'tunda', 'simak', 'obrol']","['ruwet', 'lihat', 'dinamika', 'politik', 'fitnah', 'tebar', 'kawan', 'serang', 'kawan', 'kkn', 'hilir', 'mudik', 'timelin', 'dst', 'dengan', 'hasil', 'milu', 'bawa', 'menang', 'rakyat', 'milu', 'tunda', 'simak', 'obrol']"
hus d tunda periksa ngopi  selesai proses milu lg dn sempat fakta ruu ampas aset koruptor mandek legislatif transparan internasiona,negatif,hus di tunda periksa ngopi selesai proses milu lagi dan sempat fakta ruu ampas aset koruptor mandek legislatif transparan internasiona,"['hus', 'di', 'tunda', 'periksa', 'ngopi', 'selesai', 'proses', 'milu', 'lagi', 'dan', 'sempat', 'fakta', 'ruu', 'ampas', 'aset', 'koruptor', 'mandek', 'legislatif', 'transparan', 'internasiona']","['hu', 'di', 'tunda', 'periksa', 'ngopi', 'selesai', 'prose', 'milu', 'lagi', 'dan', 'sempat', 'fakta', 'ruu', 'ampa', 'aset', 'koruptor', 'mandek', 'legislatif', 'transparan', 'internasiona']"
sengaja memamcing kisruh bilamana rusuh milu tunda,negatif,sengaja memamcing kisruh bilamana rusuh milu tunda,"['sengaja', 'memamcing', 'kisruh', 'bilamana', 'rusuh', 'milu', 'tunda']","['sengaja', 'memamc', 'kisruh', 'bilamana', 'rusuh', 'milu', 'tunda']"
gontok gontok huni kolam bangsa alhamdulillah skenario langit kalah skenario periode tunda milu tambah jabat presiden skenario jadi anak jokowi calo,negatif,gontok gontok huni kolam bangsa alhamdulillah skenario langit kalah skenario periode tunda milu tambah jabat presiden skenario jadi anak jokowi calo,"['gontok', 'gontok', 'huni', 'kolam', 'bangsa', 'alhamdulillah', 'skenario', 'langit', 'kalah', 'skenario', 'periode', 'tunda', 'milu', 'tambah', 'jabat', 'presiden', 'skenario', 'jadi', 'anak', 'jokowi', 'calo']","['gontok', 'gontok', 'huni', 'kolam', 'bangsa', 'alhamdulillah', 'skenario', 'langit', 'kalah', 'skenario', 'period', 'tunda', 'milu', 'tambah', 'jabat', 'presiden', 'skenario', 'jadi', 'anak', 'jokowi', 'calo']"
badko hmi memorandum jagung tunda proses hukum serta milu khianat,negatif,badko hmi memorandum jagung tunda proses hukum serta milu khianat,"['badko', 'hmi', 'memorandum', 'jagung', 'tunda', 'proses', 'hukum', 'serta', 'milu', 'khianat']","['badko', 'hmi', 'memorandum', 'jagung', 'tunda', 'prose', 'hukum', 'serta', 'milu', 'khianat']"
